1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004654513,0.00034,0.00034,0.00058,0.00058,0.00054,0.00074,0.00122,0.00168,0.00314,0.0048,0.00852,0.01414,0.02364,0.0408,0.108603782
0.004455026,0.00032,0.00032,0.00054,0.00054,0.00052,0.00072,0.00116,0.00164,0.00302,0.0047,0.00826,0.01382,0.02322,0.0401,0.108379202
0.00425554,0.0003,0.0003,0.0005,0.0005,0.0005,0.0007,0.0011,0.0016,0.0029,0.0046,0.008,0.0135,0.0228,0.0394,0.108154622
0.004056053,0.00028,0.00028,0.00046,0.00046,0.00048,0.00068,0.00104,0.00156,0.00278,0.0045,0.00774,0.01318,0.02238,0.0387,0.107930042
0.003856567,0.00026,0.00026,0.00042,0.00042,0.00046,0.00066,0.00098,0.00152,0.00266,0.0044,0.00748,0.01286,0.02196,0.038,0.107705462
0.00365708,0.00024,0.00024,0.00038,0.00038,0.00044,0.00064,0.00092,0.00148,0.00254,0.0043,0.00722,0.01254,0.02154,0.0373,0.107480882
0.003457594,0.00022,0.00022,0.00034,0.00034,0.00042,0.00062,0.00086,0.00144,0.00242,0.0042,0.00696,0.01222,0.02112,0.0366,0.107256302
0.003258107,0.0002,0.0002,0.0003,0.0003,0.0004,0.0006,0.0008,0.0014,0.0023,0.0041,0.0067,0.0119,0.0207,0.0359,0.107031722
0.003099068,0.0002,0.0002,0.0003,0.0003,0.0004,0.00058,0.00078,0.00138,0.00224,0.004,0.00666,0.0116,0.02024,0.03514,0.104866166
0.002940029,0.0002,0.0002,0.0003,0.0003,0.0004,0.00056,0.00076,0.00136,0.00218,0.0039,0.00662,0.0113,0.01978,0.03438,0.10270061
0.002780989,0.0002,0.0002,0.0003,0.0003,0.0004,0.00054,0.00074,0.00134,0.00212,0.0038,0.00658,0.011,0.01932,0.03362,0.100535054
0.00262195,0.0002,0.0002,0.0003,0.0003,0.0004,0.00052,0.00072,0.00132,0.00206,0.0037,0.00654,0.0107,0.01886,0.03286,0.098369498
0.00246291,0.0002,0.0002,0.0003,0.0003,0.0004,0.0005,0.0007,0.0013,0.002,0.0036,0.0065,0.0104,0.0184,0.0321,0.096203942
0.00237339,0.0002,0.00018,0.00028,0.0003,0.00038,0.0005,0.0007,0.00128,0.00198,0.0035,0.0063,0.01026,0.01788,0.03124,0.094060225
0.002283871,0.0002,0.00016,0.00026,0.0003,0.00036,0.0005,0.0007,0.00126,0.00196,0.0034,0.0061,0.01012,0.01736,0.03038,0.091916509
0.002194351,0.0002,0.00014,0.00024,0.0003,0.00034,0.0005,0.0007,0.00124,0.00194,0.0033,0.0059,0.00998,0.01684,0.02952,0.089772792
0.002104831,0.0002,0.00012,0.00022,0.0003,0.00032,0.0005,0.0007,0.00122,0.00192,0.0032,0.0057,0.00984,0.01632,0.02866,0.087629076
0.002015311,0.0002,0.0001,0.0002,0.0003,0.0003,0.0005,0.0007,0.0012,0.0019,0.0031,0.0055,0.0097,0.0158,0.0278,0.085485359
0.001901255,0.00018,0.0001,0.0002,0.0003,0.0003,0.0005,0.0007,0.00118,0.00186,0.00302,0.00532,0.00938,0.01548,0.027,0.084128053
0.001787199,0.00016,0.0001,0.0002,0.0003,0.0003,0.0005,0.0007,0.00116,0.00182,0.00294,0.00514,0.00906,0.01516,0.0262,0.082770746
0.001673143,0.00014,0.0001,0.0002,0.0003,0.0003,0.0005,0.0007,0.00114,0.00178,0.00286,0.00496,0.00874,0.01484,0.0254,0.08141344
0.001559087,0.00012,0.0001,0.0002,0.0003,0.0003,0.0005,0.0007,0.00112,0.00174,0.00278,0.00478,0.00842,0.01452,0.0246,0.080056133
0.001445031,0.0001,0.0001,0.0002,0.0003,0.0003,0.0005,0.0007,0.0011,0.0017,0.0027,0.0046,0.0081,0.0142,0.0238,0.078698827
0.001398881,0.000104819,0.00010465,0.000209055,0.000295471,0.000294476,0.000481533,0.000683347,0.001067877,0.001666728,0.002651963,0.004483964,0.007807034,0.013641947,0.023172991,0.077283461
0.001352731,0.000109639,0.0001093,0.000218111,0.000290942,0.000288952,0.000463067,0.000666693,0.001035754,0.001633455,0.002603927,0.004367929,0.007514067,0.013083893,0.022545981,0.075868095
0.00130658,0.000114458,0.00011395,0.000227166,0.000286412,0.000283429,0.0004446,0.00065004,0.001003631,0.001600183,0.00255589,0.004251893,0.007221101,0.01252584,0.021918972,0.07445273
0.00126043,0.000119278,0.000118601,0.000236222,0.000281883,0.000277905,0.000426134,0.000633387,0.000971508,0.001566911,0.002507853,0.004135858,0.006928135,0.011967787,0.021291962,0.073037364
0.00121428,0.000124097,0.000123251,0.000245277,0.000277354,0.000272381,0.000407667,0.000616734,0.000939385,0.001533638,0.002459817,0.004019822,0.006635169,0.011409733,0.020664953,0.071621998
0.001159455,0.00012048,0.000121133,0.000229685,0.000268996,0.000265313,0.00039243,0.000602583,0.000928206,0.001517876,0.002405929,0.00394823,0.006450427,0.011045145,0.019973921,0.070646801
0.001104629,0.000116863,0.000119015,0.000214094,0.000260637,0.000258245,0.000377193,0.000588432,0.000917028,0.001502114,0.002352041,0.003876637,0.006265686,0.010680557,0.019282889,0.069671604
0.001049803,0.000113246,0.000116898,0.000198502,0.000252279,0.000251177,0.000361956,0.000574281,0.000905849,0.001486352,0.002298153,0.003805045,0.006080945,0.010315969,0.018591856,0.068696407
0.000994978,0.000109629,0.00011478,0.00018291,0.000243921,0.000244109,0.000346718,0.00056013,0.000894671,0.00147059,0.002244266,0.003733453,0.005896203,0.009951381,0.017900824,0.06772121
0.000940152,0.000106012,0.000112663,0.000167319,0.000235562,0.000237041,0.000331481,0.00054598,0.000883492,0.001454829,0.002190378,0.00366186,0.005711462,0.009586793,0.017209792,0.066746013
0.000914776,0.00010342,0.000105765,0.00016247,0.000223041,0.000233198,0.000329477,0.000535885,0.000849259,0.001405042,0.002161432,0.003576119,0.005598904,0.009300647,0.01674066,0.067071828
0.000889399,0.000100828,9.88677E-05,0.000157622,0.000210519,0.000229354,0.000327473,0.000525791,0.000815025,0.001355256,0.002132486,0.003490377,0.005486346,0.0090145,0.016271529,0.067397643
0.000864023,9.82357E-05,9.19702E-05,0.000152774,0.000197997,0.000225511,0.000325469,0.000515696,0.000780792,0.001305469,0.00210354,0.003404636,0.005373788,0.008728354,0.015802397,0.067723458
0.000838647,9.56437E-05,8.50728E-05,0.000147926,0.000185475,0.000221667,0.000323464,0.000505602,0.000746558,0.001255683,0.002074594,0.003318894,0.005261229,0.008442207,0.015333265,0.068049272
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
0.00081327,9.30517E-05,7.81754E-05,0.000143078,0.000172954,0.000217824,0.00032146,0.000495507,0.000712325,0.001205896,0.002045648,0.003233152,0.005148671,0.008156061,0.014864134,0.068375087
